text,target,emotion
heartbeat forever stumbling memories things past longing loss shape form sadness,3,sadness
user room jokes hockey serious business made teams fill tournament outrage,0,anger
kenny - born nme - washington nkenny - fucking liar born fiery pits hell,0,anger
watch user mainevent play small tourn local cardroom limpedpot familypot horrible polkish,0,anger
put vienesse whirls tub horrid cherry bakewell grim,3,sadness
soooo user need longer episodes insecure,3,sadness
user wise mean,1,joy
better party labour lies intimidation threats amp questionable activities yet somehow they're victims unbelievable,0,anger
understand everyone angry want live thrive,0,anger
user that's lisa asked started raging 'can call ' heh,0,anger
user user know sentence start 'look ' like high school punk would start threat,0,anger
girls playful childlike seem lovely relationships can't imagine serious convos cute,1,joy
welfarereform 'model' snap,3,sadness
thing feed naay raging something brother filling gaps,0,anger
get cross apple tree pine tree nnothing can't cross-pollinate deciduous coniferous trees,2,optimism
user sparkling water wyd,1,joy
worst dreams,3,sadness
angry bash frustration pastry gbbo,0,anger
billradkeradio fan beat happening that's discourage aspiring olympia musicians kuowrecord,2,optimism
innocent eyes,3,sadness
omg i'm outside making beats garageband little birds decided chirp along,1,joy
user get away wrath reading manga instead watching overdone anime,0,anger
user user user user thought sunk teeth something that's meant b sooked,0,anger
user gotta use dark skin emoji offended,0,anger
added paul walker xbox spends time dashboard dark humor funny,1,joy
tip worry pleasing everyone titanwisdom,2,optimism
user u got b kidding anu firm responded sent contact details terrible customerexperience,0,anger
boys rejoice badger corner reclaimed first social year cluboftheyear,1,joy
penny dreadful cleaved fraction heart,3,sadness
user one cress thorne lunar chronicles good character arcs absolutely adorable,1,joy
leave days remembered car massaging seats crap,0,anger
third year college student english major today first time i've ever written essay without panic attack,1,joy
want speak front nopanicattack,0,anger
respect people force opinions others yet get offended someone,0,anger
afghanistan vice president sarwar danish slams pakistan breeding terrorism unga address n un usa,0,anger
i'm excited firstdayoffall amp rest season halloween scare events i'm covering user next week,1,joy
first college math test tomorrow,1,joy
user trembled earth quaked became great panic,3,sadness
user user that's pretty love sky background purple highlights dull colors great,1,joy
user afternoon delight,1,joy
user ken rabid lefty extremist propagandist,0,anger
best evening adult drink w chocolate satisfaction user dark hot chocolate chili powder cinnamon whiskey delicious,1,joy
heading pnc today get ball going goingforit nervous excited,1,joy
user user certainly catch multitude,2,optimism
pmdd symptoms feelings sadness despair even thoughts suicide,3,sadness
user please canadian players play us players lag atrocious fixthisgame trash sfvrefund rage,0,anger
user they've officially said episodes left future despair delayed,0,anger
majka start,3,sadness
user arms focused rage overpowered getting nerfed it'll still stronger fury though,0,anger
met cute virgo boy maine shared joints harmonized garden,1,joy
user well thank sincerely,1,joy
something incredibly terrible life i'm years old still suffering group projects,3,sadness
user user get wrong fur pal shocking,3,sadness
user user user user user user user user user insult,0,anger
lethalweapon suicidal vet ptsd fucking funny let hilarity begin,1,joy
unga pakistan clearly shows face cowardliness blatant lies time india act upon terror,0,anger
happy birthday user,1,joy
penny dreadful temporada,3,sadness
edge seat user loved dragonsonthewall,1,joy
complain time wonder people never want see acc rile stfuuu,0,anger
user user job job people r still sane still ok life help lost find amp love eachother,1,joy
user user looking forward user opened stuartspecial literally yelled tv umbrage,0,anger
user user good hearts lost job i'm responsible families information profile even dollar re-tweet,3,sadness
forgot plug phone overnight nightmare,3,sadness
ever happy,3,sadness
sad feel miserable say know far come know think,3,sadness
baywatch movie friggin awesome funny delightful,1,joy
half past midnight loud banging front door told new rape cases edinburgh today joyful nosleep,1,joy
gahh bt queue minutes put bt sport dept cancel back queue,0,anger
highly suggest looking online company help send package overseas ever ever use user,0,anger
like keep grinding boy life change one year even dark sun shining somewhere ',2,optimism
school classmate music class sang hallelujah like god friend breathless,1,joy
user bc gloomy day tony,3,sadness
migraine hangover day stood dishes i'm exhausted gad depression amp chronic pain anxiety depression pain,3,sadness
stupid people piss busted ass coworker takes tips thnx nothing angry thatsmyluck,0,anger
hey user would nice click pause pause window inactive animated gifs macos messages app,1,joy
fuck shy i'm trying thighs,0,anger
im serious putting words mouth bitch add ' ' sentence say shit bloods,0,anger
would enrique sub busquet hilarious,1,joy
thanks ripping luthansa enough one way flight man frk bag free gate,0,anger
oh love love love glee billy joel's numbers,1,joy
alone better lonely know worse lonely empty that's right n loneliness aloneinthecity fear,3,sadness
throughout entire thing shaking rlly bad heart racing almost tears lmao thanks mr,3,sadness
literally love paul much bb pissed,0,anger
suppose work wtf dude thanks pissing,0,anger
offense doctor crying tears joy realizing family christmas cute,1,joy
user bows moment rather sulk i'm going user opinion guys studying oligodendroglioma amp amp 's,1,joy
rage quit minecraft deleted game rage,0,anger
early morning cheerfulness extremely obnoxious aldub ndweeksary,1,joy
user miss cookie sends thanks spry used - like adventures young pups,1,joy
think they're shit ain't shit gdi im bursting anger,0,anger
user stopped 'smiled' rude funny mean stoppickingonwomen,0,anger
user user got 'currently available online purchase ' cry,3,sadness
love tay amp tiff sitting house i'm work,1,joy
india afraid bad terrorism,3,sadness
saw someone discourage someone following dreams want live mediocrity mean someone else,0,anger
absolutely fuming woman jumped prebooked taxi drove,0,anger
user cowan means slimebag trust far could throw arsehole user,0,anger
user user i'd thrilled committed nervous whole time nsd kid cali makes nervous,1,joy
use violence threat violence intimidation tag zany pf good,0,anger
accept challenges feel exhilaration victory ' - george patton,2,optimism
user user user ngo jags think good shot beating deep run tomorrow,1,joy
ffs tate thought wind willows serious play can't wait see play singing badger,1,joy
noooooo user without maryberry awful endofanera going b lost user bought lameduck notallaboutthemoney,0,anger
anyone else find user 'anniversary windows update ' complete nightmare,0,anger
seem alternate 'sleep-full' sleepless nights tonight sleepless one insomnia anxiety notfair,3,sadness
user remo williams ever actually 'save' anyone sulk around killing random undesirables,0,anger
least guy trying discourage anymore want never become anything worth contributing society,0,anger
user user cmbyn screen august amp miff,3,sadness
can't believe user putting prices already know i'm struggling pay bill amp change package,0,anger
migraine hangover day stood dishes i'm exhausted gad depression amp chronic pain depression pain,3,sadness
user - can't read article headline indicates horror story lock sick chavs throw away key,0,anger
damn twitter making everybody mad hilarious,1,joy
user first take room wanna beat bully,0,anger
user remember awestruck looking around thinking 'you could fit entire population town ten times ',2,optimism
user wow get really good buy bunch ' 's movies bad worse awful,3,sadness
one favorite classic cars plymouth fiery,1,joy
batman like enrage heat new dimity frock proposed marriage polly shaw lay cbgb crazy balled,1,joy
